date,original,interannual,interdecadal
1956-03-01,-0.001,0.47591822781424453,-0.4769176000897325
1956-04-01,-0.3,0.1857120626631527,-0.4857114314673785
1956-05-01,-0.57,-0.07578306125879664,-0.4942163067276076
1956-06-01,-0.826,-0.3235896686251778,-0.5024097012918487
1956-07-01,-1.083,-0.5727296730274172,-0.510269701654921
1956-08-01,-0.772,-0.2542243062011903,-0.5177750761579574
1956-09-01,-0.803,-0.27809404858732456,-0.5249053444268389
1956-10-01,-0.672,-0.14035856146058653,-0.531640845242775
1956-11-01,-0.516,0.021963379140502698,-0.5379628026118735
1956-12-01,-0.151,0.39285394645050914,-0.5438533898014005
1957-01-01,-0.437,0.11229632474981255,-0.5492957911119544
1957-02-01,-0.564,-0.009725231355358577,-0.5542742611569883
1957-03-01,-0.197,0.36177465962879274,-0.5587741814240517
1957-04-01,-0.3,0.2627825597050749,-0.5627821138957957
1957-05-01,-0.326,0.24028626184897312,-0.5662858515132545
1957-06-01,-0.465,0.10427483710234105,-0.5692744652691933
1957-07-01,-0.488,0.08373867809103026,-0.5717383477254518
1957-08-01,-0.266,0.30766953876741737,-0.5736692527552387
1957-09-01,-0.383,0.19206057018674133,-0.575060331319295
1957-10-01,-0.523,0.05290635213508496,-0.5759061630937662
1957-11-01,-0.482,0.09420292043677087,-0.5762027837775484
1957-12-01,-0.25,0.3259477897798728,-0.5759477079178199
1958-01-01,-0.396,0.17913997191054626,-0.5751399471044591
1958-02-01,-0.234,0.33977998905992757,-0.5737800233971067
1958-03-01,-0.374,0.1978698824814886,-0.5718699778627486
1958-04-01,-0.348,0.22141321599189911,-0.5694133741168893
1958-05-01,-0.496,0.07041507442472014,-0.5664152967776227
1958-06-01,-0.854,-0.29111794307649436,-0.5628823447591929
1958-07-01,-1.063,-0.5041777349808176,-0.5588226193499048
1958-08-01,-1.26,-0.7057547145442007,-0.5542457070384771
1958-09-01,-1.303,-0.7538378322511554,-0.5491626570730358
1958-10-01,-0.966,-0.42241460351875265,-0.543585953757869
1958-11-01,-0.674,-0.1364711416361812,-0.5375294835146913
1958-12-01,-0.639,-0.10799219589089065,-0.5310084967574059
1959-01-01,-0.027,0.4970388051903954,-0.5240395646520692
1959-02-01,-0.531,-0.01436029441940298,-0.5166405308568462
1959-03-01,-0.524,-0.015170431410798407,-0.5088304583600518
1959-04-01,-0.357,0.14362861893872092,-0.5006295715577765
1959-05-01,-0.742,-0.24994181975448393,-0.4920591937359538
1959-06-01,-0.745,-0.26185939190697105,-0.483141680144896
1959-07-01,-0.667,-0.19310078109168058,-0.4739003468771849
1959-08-01,-0.913,-0.4486417851248209,-0.4643593957821975
1959-09-01,-0.839,-0.3844573948610957,-0.4545438356723382
1959-10-01,-0.586,-0.14152187642114547,-0.4444794000970955
1959-11-01,-0.574,-0.139808856554931,-0.43419246198119354
1959-12-01,-0.357,0.06670858917433414,-0.42370994544222723
1960-01-01,-0.236,0.17705784571904154,-0.41305923512111187
1960-02-01,-0.043,0.3592666657387854,-0.4022680833752988
1960-03-01,-0.433,-0.04163692498015825,-0.39136451569988595
1960-04-01,-0.745,-0.3646247234987439,-0.380376734755351
1960-05-01,-0.738,-0.368668446701809,-0.3693330233925405
1960-06-01,-0.681,-0.3227398288767366,-0.3582616470756466
1960-07-01,-0.734,-0.38681071948520107,-0.34719075611208927
1960-08-01,-0.584,-0.2478531807128985,-0.3361482881043928
1960-09-01,-0.582,-0.25683958437809007,-0.32516187104321653
1960-10-01,-0.906,-0.5917427077779207,-0.3142587274625766
1960-11-01,-0.811,-0.5075358280518493,-0.3034655800779093
1960-12-01,-0.641,-0.34819281464424456,-0.29280855932491134
1961-01-01,-0.144,0.1383117805466899,-0.28231311321199765
1961-02-01,-0.08,0.1920026357390094,-0.27200391989170364
1961-03-01,-0.122,0.13990357495152628,-0.26190480334641847
1961-04-01,-0.612,-0.35996251281425373,-0.2520386525714655
1961-05-01,-0.438,-0.19557375052652132,-0.24242734462377027
1961-06-01,-0.006,0.227090654141253,-0.23309167188722857
1961-07-01,0.63,0.8540503406232349,-0.22405127388647542
1961-08-01,0.776,0.9913237321327654,-0.2153245739591603
1961-09-01,0.554,0.7609279774789739,-0.20692872107317728
1961-10-01,0.457,0.6558788982893542,-0.19887953704972586
1961-11-01,0.323,0.5141909418718558,-0.1911914694257578
1961-12-01,0.311,0.4948771399211733,-0.18387755016048826
1962-01-01,0.512,0.6889490732437032,-0.17694936036042752
1962-02-01,0.544,0.7144168426442774,-0.17041700116604203
1962-03-01,0.356,0.5202890460855516,-0.16428907091091685
1962-04-01,-0.019,0.1395727621980415,-0.15857264863140239
1962-05-01,-0.385,-0.23172645981451012,-0.15327328397142673
1962-06-01,-0.458,-0.30960460386322597,-0.1483949934936808
1962-07-01,-0.468,-0.3240591842778513,-0.14394026337496701
1962-08-01,-0.303,-0.16308923678151904,-0.1399100584303683
1962-09-01,-0.186,-0.04969530322449664,-0.13630383737825555
1962-10-01,-0.327,-0.19387941019684102,-0.13311957422621173
1962-11-01,-0.213,-0.08264504167093857,-0.1303537856268949
1962-12-01,-0.071,0.0570028941451048,-0.12800156402287208
1963-01-01,0.329,0.4550581035334894,-0.12605661637069918
1963-02-01,0.395,0.5195129513350796,-0.12451130820715946
1963-03-01,0.201,0.3243585100971792,-0.12335671279475727
1963-04-01,-0.061,0.061584614013700294,-0.12258266505944063
1963-05-01,-0.324,-0.2018200826516026,-0.12217782001123409
1963-06-01,-0.248,-0.12586804298848875,-0.12212971531813137
1963-07-01,0.212,0.33442721894191807,-0.12242483768534637
1963-08-01,0.473,0.5960512079308113,-0.12304869267596052
1963-09-01,0.081,0.2049885205091716,-0.12398587759523129
1963-10-01,0.432,0.5572229205098755,-0.12522015704942185
1963-11-01,0.319,0.4457374169063385,-0.12673454078104707
1963-12-01,-0.059,0.06951434352307975,-0.1285113633759575
1964-01-01,-0.461,-0.3304645597903015,-0.13053236543374094
1964-02-01,-0.692,-0.5592180649316737,-0.13277877579152944
1964-03-01,-0.312,-0.17676537267420991,-0.13523139439245802
1964-04-01,-0.224,-0.08612602955458909,-0.137870675393707
1964-05-01,-0.52,-0.3793198449204882,-0.14067681011522754
1964-06-01,-0.344,-0.20036680852769187,-0.14362980943882753
1964-07-01,-0.829,-0.6822870090662605,-0.14670958527819297
1964-08-01,-0.683,-0.533100553982111,-0.14989603075351984
1964-09-01,-0.981,-0.8278274909451586,-0.15316909871960063
1964-10-01,-1.027,-0.8704877312981385,-0.15650887831329338
1964-11-01,-0.284,-0.12410097580134327,-0.15989566920513062
1964-12-01,-0.182,-0.018686642968153366,-0.16331005326021655
1965-01-01,-0.331,-0.1642638002644894,-0.16673296333531873
1965-02-01,-0.447,-0.27685109842235517,-0.17014574896198398
1965-03-01,-0.186,-0.012466709093787554,-0.17353023868939269
1965-04-01,-0.285,-0.10812826604687725,-0.17686879888530302
1965-05-01,-0.54,-0.3598528100803451,-0.18014438881862463
1965-06-01,-0.487,-0.3036567378076043,-0.1833406118726991
1965-07-01,-0.473,-0.2865557544355659,-0.1864417627640563
1965-08-01,-0.247,-0.05756483063778295,-0.18943287066706954
1965-09-01,-0.197,-0.0046981635960918755,-0.19229973817036466
1965-10-01,0.017,0.21203085774011848,-0.19502897601587332
1965-11-01,-0.225,-0.027390316847640428,-0.19760803359589146
1965-12-01,-0.29,-0.0899733725916998,-0.20002522520725147
1966-01-01,-0.232,-0.02972910770418572,-0.20226975208459955
1966-02-01,-0.163,0.04133258447967056,-0.20433172025665144
1966-03-01,-0.341,-0.13479727075451003,-0.20620215429006178
1966-04-01,-0.435,-0.227126719784872,-0.2078730070050762
1966-05-01,-0.423,-0.21366287486414812,-0.20933716526534546
1966-06-01,-0.119,0.09158808786247859,-0.21058845196108184
1966-07-01,-0.004,0.2076209266669723,-0.21162162432006068
1966-08-01,0.129,0.3414313290237816,-0.21243236869475993
1966-09-01,0.102,0.3150159030314167,-0.21301729198613695
1966-10-01,-0.304,-0.09062783435864397,-0.21337390987514324
1966-11-01,-0.361,-0.1475014721256443,-0.21350063204205222
1966-12-01,-0.236,-0.02260572278840922,-0.21339674456102573
1967-01-01,-0.236,-0.022940442646210868,-0.21306238966308436
1967-02-01,-0.073,0.13949534554568305,-0.2124985430648004
1967-03-01,0.248,0.4597034276657049,-0.21170698906263352
1967-04-01,-0.263,-0.05231362871804718,-0.21069029359393227
1967-05-01,-0.165,0.044447496875113124,-0.20945177546528415
1967-06-01,0.044,0.25199084742733885,-0.2079954759471877
1967-07-01,0.14,0.34632115657304996,-0.20632612693101884
1967-08-01,0.13,0.33444381550345803,-0.20444911784006845
1967-09-01,0.145,0.34736483881131236,-0.20237046148113458
1967-10-01,0.159,0.3590908294560905,-0.20009675901687432
1967-11-01,0.023,0.22062894302270664,-0.19763516423196897
1967-12-01,0.054,0.24898685143891774,-0.19499334725826015
1968-01-01,0.213,0.40517270630809343,-0.19217945791549548
1968-02-01,0.334,0.5231951020049994,-0.18920208881531184
1968-03-01,0.154,0.34006303867287896,-0.1860702383667116
1968-04-01,0.073,0.25578588525050844,-0.18279327381167873
1968-05-01,-0.123,0.05637334264819027,-0.17938089440986285
1968-06-01,0.091,0.2668354071819279,-0.17584309488154812
1968-07-01,-0.521,-0.34881766563454697,-0.17219012920853263
1968-08-01,-0.455,-0.2865753968496223,-0.16843247488317026
1968-09-01,-0.734,-0.5694271193042794,-0.16458079768676184
1968-10-01,-0.531,-0.370362012260672,-0.16064591706980305
