,Nino3.4,Nino3.4 Highpass (<8 years),Nino3.4 Lowpass (>8 years),DMI,DMI Highpass (<8 years),DMI Lowpass (>8 years)
1926-03-15,1.19,1.5419762419390175,0.0655960280895963,-0.041,0.4442287145703331,-0.32844551898141067
1926-04-15,1.01,1.365409755816896,0.0625087849935812,-0.247,0.23822461825475633,-0.32831447615769555
1926-05-15,0.83,1.188818849517228,0.05943424975905143,-0.085,0.40021518081106205,-0.3281825038645104
1926-06-15,0.61,0.9722034707348572,0.0563724276092715,0.147,0.6322003871429873,-0.32804960440898345
1926-07-15,0.63,0.99556356763703,0.053323323516696074,-0.231,0.25418022225540937,-0.327915780113485
1926-08-15,0.15,0.5188990888653927,0.05028694220327941,-0.006,0.47915467125515154,-0.32778103331556147
1926-09-15,-0.07,0.3022099835379872,0.047263288140791344,-0.405,0.08012371935178564,-0.3276453663678693
1926-10-15,-0.39,-0.014503798748762453,0.04425236555113984,-0.115,0.3700873518584399,-0.32750878163810837
1926-11-15,-0.27,0.10875769208193237,0.04125417840670013,-0.49,-0.004954445807398178,-0.32737128150895534
1926-12-15,-0.23,0.15199440658920121,0.038268730430650336,-0.422,0.0629983118769269,-0.3272328683779962
1927-01-15,0.1,0.485206295816487,0.03529602509731347,-0.201,0.28394561054004286,-0.32709354465765933
1927-02-15,0.23,0.6183933112935113,0.032336065632505955,0.042,0.5268874359173563,-0.3269533127751479
1927-03-15,-0.18,0.21155540503823522,0.02938885501389254,-0.202,0.28282377385185903,-0.3268121751723717
1927-04-15,-0.27,0.12469252955881494,0.026454395971347657,-0.398,0.08675461029493531,-0.3266701343058792
1927-05-15,-0.59,-0.1921953621444496,0.02353269098732321,-0.256,0.22867993130716768,-0.32652719264678914
1927-06-15,-0.15,0.25089168342283064,0.020623742297222625,-0.168,0.31659972305914297,-0.326383352680722
1927-07-15,-0.31,0.09395362025107076,0.017727551889781264,-0.575,-0.09048602816774054,-0.32623861690773026
1927-08-15,-0.09,0.316990402828647,0.014844121507453175,-0.611,-0.1265773359804664,-0.32609298784222895
1927-09-15,-0.16,0.25000198614382296,0.011973452646804154,-0.664,-0.17967421387359506,-0.32594646801292626
1927-10-15,0.27,0.6829883256866729,0.009115546558911052,-0.602,-0.11777667522845642,-0.32579905996275343
1927-11-15,-0.04,0.3759493774509953,0.00627040424976735,-0.287,0.19711526668765572,-0.3256507662487949
1927-12-15,0.25,0.6688850979362269,0.003438026480694974,-0.378,0.10600159872228909,-0.3255015894422183
1928-01-15,0.47,0.8917954441493439,0.000618413768762278,-0.377,0.10688230783864036,-0.3253515321282038
1928-02-15,0.21,0.6346803736067639,-0.00218843361279179,-0.36,0.12375738111636037,-0.3252005969058737
1928-03-15,-0.24,0.18753984433623805,-0.0049825156341273946,-0.277,0.2066268057523599,-0.3250487863882214
1928-04-15,-0.22,0.21037381487873644,-0.007763832508367393,-0.313,0.17049056906161503,-0.32489610320203943
1928-05-15,-0.04,0.39318224429032783,-0.010532384691154828,-0.268,0.21534865847797235,-0.32474254998784824
1928-06-15,-0.26,0.1759650921440557,-0.013288172880204348,-0.465,0.01820106155495399,-0.32458812939982457
1928-07-15,0.02,0.45872231853180856,-0.016031198014847578,-0.64,-0.15695223403343705,-0.32443284410572965
1928-08-15,-0.28,0.16145388406618116,-0.01876146127557247,-0.891,-0.40811124049191305,-0.3242766967868374
1928-09-15,-0.13,0.3141597498823326,-0.021478964083556703,-0.87,-0.3872759699030983,-0.3241196901378619
1928-10-15,-0.12,0.3268398776398343,-0.02418370810019511,-0.733,-0.25044643422672486,-0.3239618268668846
1928-11-15,-0.17,0.2794942295245156,-0.02687569522662117,-0.206,0.2763773547011688,-0.3238031096952813
1928-12-15,-0.03,0.4221227682503007,-0.029554927603222543,-0.372,0.11019538516904046,-0.32364354135764967
1929-01-15,-0.15,0.30472545706104004,-0.03222140760915074,-0.284,0.19800764559064732,-0.32348312460173645
1929-02-15,-0.08,0.3773022597323359,-0.03487513786182492,-0.362,0.11981412450584578,-0.32332186218836445
1929-03-15,-0.15,0.3098531405733605,-0.03751612121642986,-0.238,0.2436148105813934,-0.32315975689135873
1929-04-15,-0.15,0.3123780644286691,-0.040144360765408116,-0.222,0.2594096926117487,-0.3229968114974731
1929-05-15,-0.17,0.2948769966800051,-0.04275985983794645,-0.361,0.1201987595198711,-0.32283302880631626
1929-06-15,0.13,0.5973499032480997,-0.04536262199945655,-0.246,0.23498200035802083,-0.3226684116302777
1929-07-15,-0.02,0.4497967505944628,-0.04795265105104998,-0.388,0.09275940430855659,-0.32250296279445373
1929-08-15,0.1,0.57221750572317,-0.05052995102900744,-0.487,-0.006469039315265684,-0.32233668513657204
1929-09-15,0.3,0.7746121361826388,-0.053094526204242265,-0.305,0.17529665893150356,-0.3221695815069172
1929-10-15,0.4,0.8769806100674019,-0.055646381081758366,-0.356,0.12405648862630392,-0.3220016547682558
1929-11-15,0.18,0.6593228960198723,-0.05818552040010253,-0.281,0.1988104394798614,-0.3218329077957614
1929-12-15,0.63,1.1116389632321018,-0.06071194913081119,-0.024,0.4555585013369835,-0.321663343476939
1930-01-15,0.35,0.8339287814475306,-0.06322567247785155,-0.423,0.05630066417735277,-0.32149296471154953
1930-02-15,0.39,0.8761923209627327,-0.06572669587705732,-0.513,-0.03396308188367797,-0.32132177441153453
1930-03-15,0.29,0.7784295526291498,-0.06821502499555888,-0.32,0.1587672534057052,-0.32114977550094
1930-04-15,0.41,0.9006404478548232,-0.07069066573120798,-0.245,0.23349166043456904,-0.3209769709158403
1930-05-15,-0.04,0.45282497860611454,-0.07315362421199698,-0.445,0.03321012973002416,-0.3208033636042622
1930-06-15,0.27,0.7649831174094248,-0.07560390679547266,-0.138,0.33992265195801485,-0.32062895652610807
1930-07-15,0.64,1.1371148373528999,-0.07804152006814467,-0.405,0.07262921792410684,-0.3204537526530791
1930-08-15,0.68,1.1792201120881312,-0.08046647084488863,-0.33,0.14732981857427704,-0.320277754968599
1930-09-15,1.28,1.7812989158318513,-0.08287876616834391,-0.802,-0.32497555500430175,-0.3201009664677369
1930-10-15,1.14,1.6433512233676162,-0.08527841330830625,-0.417,0.05971308841752715,-0.31992339015713006
1930-11-15,1.79,2.2953770100474866,-0.08766541976111493,0.112,0.588395740211686,-0.3197450290549068
1930-12-15,1.41,1.917376251793691,-0.09003979324903481,-0.114,0.36207239189364715,-0.31956588619060877
1931-01-15,1.49,1.9993489251002934,-0.09240154171963318,-0.057,0.4187430351232175,-0.31938596460511315
1931-02-15,1.33,1.8412950070348442,-0.09475067334515119,-0.334,0.14140766170531724,-0.31920526735055527
1931-03-15,1.18,1.693214475240032,-0.09708719652187028,-0.548,-0.07293373640923856,-0.3190237974902504
1931-04-15,0.96,1.4751073079353223,-0.09941111986947328,-0.525,-0.050281167122961434,-0.3188415580986156
1931-05-15,0.63,1.146973483918592,-0.10172245223040066,-0.258,0.21636536180908772,-0.3186585522610916
1931-06-15,0.48,0.9988129825677545,-0.1040212026692016,-0.28,0.19400584278007632,-0.31847478307406457
1931-07-15,0.4,0.9206257838423746,-0.10630738047187996,-0.413,0.06064026833217534,-0.3182902536447876
1931-08-15,0.15,0.6724118682852791,-0.10858099514523518,-0.502,-0.028731368842667526,-0.31810496709130165
1931-09-15,-0.42,0.10417121702415966,-0.11084205641619833,-1.01,-0.5371090759019564,-0.31791892654235704
1931-10-15,-0.22,0.3059038117731675,-0.11309057423116338,-0.597,-0.12449285985187553,-0.31773213513733417
1931-11-15,-0.27,0.2576096348344982,-0.11532655875531335,-0.184,0.28811727245347873,-0.31754459602616436
1931-12-15,-0.28,0.24928866909997033,-0.11755002037194164,-0.812,-0.3402786856871328,-0.3173563123692506
1932-01-15,-0.42,0.1109408980525931,-0.11976096968176848,-0.426,0.0453192591786763,-0.317167287337388
1932-02-15,-0.19,0.3425663057681277,-0.12195941750225262,-0.58,-0.10908889934232063,-0.31697752411168434
1932-03-15,0.25,0.7841648769166395,-0.12414537486689801,-0.438,0.03249683251180377,-0.3167870258834806
1932-04-15,0.25,0.7857365967640426,-0.12631885302455603,-0.125,0.345076448658891,-0.31659579585427183
1932-05-15,0.28,0.8172814511736375,-0.12847986343872264,-0.378,0.0916499431734567,-0.3164038372356271
1932-06-15,0.19,0.7287994266076376,-0.1306284177868309,-0.396,0.0732173102874514,-0.31621115324910953
1932-07-15,-0.11,0.4302905101286893,-0.1327645279595389,-0.245,0.22377854439101583,-0.3160177471261964
1932-08-15,0.09,0.6317546894013827,-0.13488820606001303,-0.489,-0.020666359966763775,-0.3158236221081984
1932-09-15,0.02,0.563191952693752,-0.13699946440320654,-0.403,0.0648825919228995,-0.31562878144617956
1932-10-15,0.02,0.5646022888787694,-0.13909831551513377,-0.729,-0.26157460507075597,-0.31543322840087673
1932-11-15,-0.04,0.5059856874358284,-0.14118477213214004,-0.314,0.15296204408271047,-0.3152369662426194
1932-12-15,-0.41,0.13734213845221932,-0.14325884720016666,-0.033,0.43349253457568826,-0.31503999825124873
1933-01-15,-0.21,0.33867163262459676,-0.14532055387401158,-0.189,0.27701686176326284,-0.31484232771603715
1933-02-15,-0.08,0.469974161260437,-0.14736990551658563,-0.092,0.37353502116396053,-0.3146439579356077
1933-03-15,-0.2,0.35124971627948776,-0.14940691569816422,0.039,0.5040470084604898,-0.31444489221785327
1933-04-15,0.01,0.562498290215209,-0.15143159819563481,0.178,0.6425528195004819,-0.31424513387985553
1933-05-15,-0.4,0.1537198762162021,-0.15344396699173998,-0.344,0.12005245029722994,-0.31404468624780374
1933-06-15,-0.86,-0.30508553195236665,-0.15544403627431605,-0.307,0.15654589703042734,-0.31384355265691416
1933-07-15,-0.66,-0.1039179399073541,-0.15743182043552748,-0.469,-0.005966843953099016,-0.31364173645134874
1933-08-15,-0.94,-0.38277735264623747,-0.159407334071097,-0.631,-0.16848577613865523,-0.31343924098413345
1933-09-15,-0.77,-0.21166377454571705,-0.1613705919795315,-1.567,-1.1050109028429502,-0.31323606961707656
1933-10-15,-1.1,-0.5405772093603316,-0.16332160916134356,-0.985,-0.5235422272133665,-0.313032225720687
1933-11-15,-1.06,-0.49951766022107913,-0.16526040081826907,-0.604,-0.14307975222723757,-0.31282771267409304
1933-12-15,-1.21,-0.6484851296340508,-0.16718698235248047,-0.472,-0.011623480691125149,-0.3126225338649607
1934-01-15,-0.93,-0.3674796194790739,-0.16910136936579612,-0.611,-0.15117341524009653,-0.31241669268941175
1934-02-15,-0.87,-0.3065011310083694,-0.17100357765888538,-0.251,0.20827044166299508,-0.3122101925519417
1934-03-15,-0.95,-0.3855496648452146,-0.1728936232304698,-0.166,0.2927080877282252,-0.3120030368653381
1934-04-15,-0.42,0.14537477901738505,-0.17477152227652037,-0.134,0.3241395208393141,-0.3117952290505985
1934-05-15,-0.49,0.07627220121801104,-0.17663729118945057,-0.2,0.2575647390543381,-0.31158677253684863
1934-06-15,-0.33,0.23714260302814405,-0.17849094655730552,-0.016,0.4409837406064398,-0.31137767076125994
1934-07-15,-0.43,0.13798598635346176,-0.18033250516294733,-0.325,0.13139652390453482,-0.3111679271689665
1934-08-15,-0.33,0.23880235373512776,-0.1821619839832368,-0.012,0.44380308753401815,-0.31095754521298324
1934-09-15,-0.52,0.04959170835106941,-0.1839794001882108,-0.497,-0.0417965697425354,-0.31074652835412325
1934-10-15,-0.26,0.3103540540172473,-0.18578477114025602,-0.322,0.13259755101533216,-0.31053488006091573
1934-11-15,-0.11,0.4610893951889121,-0.18757811439327926,-0.155,0.29898544892665585,-0.3103226038095235
1934-12-15,-0.24,0.3317977369618539,-0.18935944769187346,-0.159,0.2943671232897447,-0.3101097030836604
1935-01-15,-0.32,0.2524790850736395,-0.19112878897048008,0.007,0.4597425735828741,-0.30989618137450897
1935-02-15,-0.19,0.3831334459048402,-0.19288615635254794,-0.055,0.3971117994649751,-0.30968204218063755
1935-03-15,-0.28,0.2937608264802486,-0.19463156814968832,0.119,0.5704748007763218,-0.30946728900791814
1935-04-15,-0.32,0.2543612344700855,-0.19636504286082648,-0.216,0.23483157753921455,-0.3092519253694432
1935-05-15,-0.54,0.03493467819119611,-0.19808659917134955,0.063,0.5131821299586627,-0.3090359547854429
1935-06-15,-0.4,0.17548116660823615,-0.19979625595225073,0.091,0.5405264584230605,-0.3088193807832027
1935-07-15,-0.65,-0.07399929066515376,-0.20149403225927015,0.052,0.500864563504865,-0.3086022068969803
1935-08-15,0.06,0.6364933166348178,-0.20317994733203265,-0.024,0.42419644596126926,-0.3083844366679226
1935-09-15,0.08,0.6569589994232435,-0.20485402059318175,-0.247,0.20052210673487225,-0.30816607364398296
1935-10-15,0.28,0.8573977692676644,-0.20651627164750994,-0.304,0.14284154695434637,-0.3079471213798383
1935-11-15,0.28,0.8578096383892011,-0.20816672028108604,0.119,0.5651547679351006,-0.30772758343680606
1935-12-15,-0.04,0.5381946196636778,-0.20980538646037927,0.022,0.4674617711799407,-0.30750746338276125
1936-01-15,0.74,1.318552726622734,-0.21143229033138025,0.086,0.5307625583797289,-0.30728676479205325
1936-02-15,0.49,1.068883973454921,-0.2130474522187185,-0.389,0.055057131414036176,-0.30706549124542304
1936-03-15,0.0,0.5791883750067947,-0.2146508926247764,-0.211,0.2323454923517968,-0.3068436463299199
1936-04-15,0.29,0.8694659467839922,-0.2162426322287998,-0.069,0.3736276434519533,-0.30662123363881827
1936-05-15,-0.07,0.5097167049522969,-0.2178226918860058,-0.192,0.2499035871641042,-0.30639825677153487
1936-06-15,-0.35,0.22994066633869703,-0.2193910926266875,0.064,0.5051733261291466,-0.30617471933354534
1936-07-15,-0.34,0.24013784843242741,-0.2209478556553148,-0.073,0.36743686317991353,-0.3059506249363007
1936-08-15,-0.32,0.2603082693860018,-0.22249300234963323,-0.438,0.0016942013418122792,-0.30572597719714445
1936-09-15,-0.1,0.48045194801623514,-0.2240265542597591,-0.446,-0.007054656166543799,-0.30550077973922946
1936-10-15,0.38,0.960568903805254,-0.22554853310727163,-0.691,-0.25280970593270724,-0.30527503619143465
1936-11-15,-0.03,0.5506591569014937,-0.22705896078430204,-0.063,0.3744290556502305,-0.30504875018828215
1936-12-15,0.63,1.2107227281206894,-0.2285578593526197,-0.318,0.11866163238425906,-0.3048219253698539
1937-01-15,-0.3,0.28075963894684625,-0.23004525104271548,-0.113,0.32288802826707075,-0.3045945653817084
1937-02-15,0.3,0.8807699115332082,-0.23152115825288186,-0.231,0.20410824749267295,-0.30436667387479754
1937-03-15,0.25,0.8307535687032038,-0.2329856035482906,-0.256,0.17832229445200146,-0.3041382545053834
1937-04-15,0.21,0.7907106339513907,-0.23443860966006713,-0.402,0.03153017373352812,-0.30390931093495505
1937-05-15,-0.43,0.1506411314443814,-0.2358801994843625,0.042,0.4747318901238666,-0.3036798468301447
1937-06-15,-0.3,0.280545086021762,-0.23731039608142246,-0.297,0.13492744860837178,-0.3034498658626446
1937-07-15,0.09,0.6704225231969939,-0.23872922267465377,-0.546,-0.11488314562826074,-0.3032193717091241
1937-08-15,-0.2,0.3802734691583078,-0.24013670264968792,-0.252,0.1783001127985986,-0.30298836805114615
1937-09-15,0.17,0.7500979507695843,-0.24153285955344184,-0.091,0.33847722947410175,-0.3027568585750839
1937-10-15,-0.1,0.479895995571219,-0.24291771709317608,-0.304,0.12464821018451189,-0.30252484697203763
1937-11-15,0.21,0.789667631780981,-0.24429129913555062,-0.115,0.31281306091778555,-0.3022923369377515
1937-12-15,0.22,0.7994128882948535,-0.24565362970567806,-0.138,0.28897178786414957,-0.30205933217253006
1938-01-15,-0.21,0.36913179468786567,-0.24700473298617484,-0.084,0.3421243974166773,-0.30182583638115534
1938-02-15,0.23,0.8088243812149117,-0.2483446333162092,-0.217,0.20827089617185884,-0.30159185327280336
1938-03-15,-0.06,0.5184906788115533,-0.24967335519054715,0.009,0.4334112909301685,-0.30135738656096106
1938-04-15,0.09,0.6681307190948151,-0.25099092325859595,-0.345,0.07854558869662653,-0.301122439963343
1938-05-15,-0.33,0.2477445343639617,-0.25229736232344513,0.016,0.43867379668135964,-0.3008870172018079
1938-06-15,-0.88,-0.3026678423987337,-0.25359269734090495,-0.408,0.013795922300152363,-0.30065112200227545
1938-07-15,-0.98,-0.40310637752723455,-0.25487695341854255,-0.621,-0.20008802682499893,-0.3004147580946429
1938-08-15,-0.81,-0.23357103667100376,-0.25615015581471595,-0.15,0.27002195713465926,-0.30017792921270153
1938-09-15,-0.28,0.29593821520572816,-0.2574123299376057,-0.458,-0.03887411778482158,-0.2999406390940533
1938-10-15,-0.75,-0.1745785861753213,-0.2586635013442447,-0.611,-0.19277624333955112,-0.29970289148002816
1938-11-15,-0.72,-0.14512140440577914,-0.259903695739546,-0.712,-0.2946844110772683,-0.29946469011560156
1938-12-15,-0.79,-0.21569020238993108,-0.26113293897532813,-0.541,-0.12459861233681047,-0.2992260387493116
1939-01-15,-0.67,-0.09628494234404184,-0.26235125704933787,-0.125,0.29048116175241023,-0.29898694113317614
1939-02-15,-0.95,-0.37690558579569444,-0.26355867610427125,0.209,0.6235549202709285,-0.2987474010226096
1939-03-15,-0.85,-0.2775520935831426,-0.26475522242679245,0.021,0.43462267250974296,-0.29850742217633974
1939-04-15,-0.27,0.30177557414532313,-0.2659409224465506,-0.266,0.1466844279708288,-0.298267008356325
1939-05-15,-0.25,0.3210774579320007,-0.26711580273519464,-0.337,0.07474019636764626,-0.29802616332767135
1939-06-15,0.05,0.6203535990103877,-0.268279890005387,-0.178,0.23278998762564393,-0.2977848908585493
1939-07-15,0.25,0.8196040393057776,-0.2694332111098149,-0.405,0.004833811882756833,-0.29754319472011137
1939-08-15,0.06,0.628828821435844,-0.2705757930401994,-0.46,-0.05112832051009719,-0.2973010786864089
1939-09-15,0.43,0.9980279887112091,-0.2717076629263026,-0.285,0.12290360101147073,-0.29705854653430985
1939-10-15,-0.47,0.09720158513599697,-0.2728288480349332,-0.19,0.2169295872258069,-0.2968156020434161
1939-11-15,0.32,0.8863496554083782,-0.27393937576895033,-0.319,0.08694964912569633,-0.2965722489959815
1939-12-15,0.05,0.6154722449210915,-0.2750392736662657,-0.106,0.29896379791883854,-0.29632849117682925
1940-01-15,1.18,1.7445693997619638,-0.27612856939884317,0.08,0.4839720450283174,-0.2960843323732693
1940-02-15,1.38,1.9436411667144047,-0.2772072907716972,-0.224,0.17897440209306834,-0.295839776375016
1940-03-15,1.19,1.752687593257894,-0.27827546572188944,-0.477,-0.07502911903165921,-0.2955948269741058
1940-04-15,0.8,1.361708727568451,-0.27933312231752433,-0.492,-0.0910385062738453,-0.2953494879648147
1940-05-15,0.34,0.9007046185190887,-0.2803802887567432,-0.459,-0.05905374734424812,-0.2951037631435761
1940-06-15,0.55,1.1096753156802563,-0.2814169933667161,-0.028,0.37092517026404276,-0.29485765630889815
1940-07-15,0.21,0.7686208693202637,-0.2824432646026321,-0.364,0.03389825927604767,-0.2946111712612817
1940-08-15,0.75,1.3075413304056984,-0.2834591310466882,-0.253,0.14386553263533505,-0.29436431180313827
1940-09-15,0.05,0.6064367506018207,-0.28446462140707734,-0.39,0.0058270035044507285,-0.2941170817387078
1940-10-15,0.32,0.8753071822729537,-0.28545976451697475,-0.472,-0.07721731473465371,-0.2938694848739774
1940-11-15,0.7,1.2541526784828498,-0.2864445893335226,-0.341,0.05273259151979895,-0.2936215250165993
1940-12-15,1.39,1.942973292995048,-0.287419124936814,-0.315,0.07767673608982828,-0.2933732059758091
1941-01-15,1.38,1.931769080273214,-0.28838340052887496,-0.362,0.029615133018107725,-0.2931245315623441
1941-02-15,1.34,1.8905400954814686,-0.28933744543264583,-0.619,-0.22845220343162853,-0.29287550558836184
1941-03-15,1.41,1.9592863944846997,-0.29028128909096035,-0.261,0.12847474122581573,-0.29262613186735914
1941-04-15,1.36,1.9080080338488605,-0.291214961065524,-0.277,0.11139598169749255,-0.2923764142140902
1941-05-15,1.32,1.866705070841244,-0.29213849103589146,-0.269,0.11831153291270227,-0.2921263564444853
1941-06-15,0.88,1.4253775634307522,-0.293051908798442,-0.376,0.010221410023377064,-0.2918759623755693
1941-07-15,0.73,1.274025570288146,-0.29395524426535513,-0.429,-0.04387437159553956,-0.29162523582538036
1941-08-15,0.79,1.3326491507862843,-0.2948485274635841,-0.419,-0.03497579634571896,-0.29137418061288894
1941-09-15,0.68,1.2212483650003438,-0.29573178853382864,-0.333,0.04991715159492062,-0.2911228005579164
1941-10-15,0.99,1.529823273708024,-0.29660505772950685,-0.189,0.19280448827257723,-0.29087109948105383
1941-11-15,1.17,1.7083739383897334,-0.2974683654157257,0.274,0.6546862299579221,-0.2906190812035813
1941-12-15,1.27,1.8069004212287658,-0.29832174206825096,-0.182,0.1975623931464509,-0.2903667495473874
1942-01-15,0.61,1.1454027851114579,-0.2991652182724759,-0.194,0.18443299455883172,-0.2901141083348882
1942-02-15,0.53,1.0638810936273364,-0.2999988247223888,-0.298,0.07929805114124282,-0.2898611613889471
1942-03-15,0.25,0.7823354110692428,-0.3008225922195401,-0.25,0.12615758006570837,-0.28960791253279405
1942-04-15,0.57,1.1007658024334452,-0.30163655167200804,-0.41,-0.034988401269572394,-0.28935436558994504
1942-05-15,-0.1,0.4291723334197294,-0.30244073409336353,-0.599,-0.22513987523990203,-0.2891005243841211
1942-06-15,-0.52,0.007555070431479294,-0.30323517060163446,-0.944,-0.5712968239937679,-0.2888463927391678
1942-07-15,-0.55,-0.024085919424261748,-0.30401989241826954,-0.697,-0.3254592294525309,-0.2885919744789745
1942-08-15,-0.96,-0.4357505683367442,-0.3047949308671015,-1.1,-0.7296270733101222,-0.288337273427394
1942-09-15,-1.17,-0.647438807791479,-0.30556031737331013,-0.946,-0.5768003370327388,-0.2880822934081625
1942-10-15,-1.32,-0.7991505685702225,-0.30631608346238404,-0.588,-0.2199790018585538,-0.2878270382448202
1942-11-15,-1.5,-0.9808857807509805,-0.3070622607590823,-0.598,-0.23116304879742577,-0.28757151176063167
1942-12-15,-1.24,-0.7226443737080226,-0.30779888098639463,-0.559,-0.1933524586306179,-0.2873157177785058
1943-01-15,-1.2,-0.6844262761119184,-0.3085259759645016,-0.49,-0.12554721191052137,-0.2870596601209164
1943-02-15,-1.18,-0.6662314159295912,-0.3092435776097343,-0.248,0.11525271103961383,-0.2868033426098223
1943-03-15,-1.1,-0.5880597204243876,-0.3099517179335334,-0.305,0.05704733012594292,-0.2865467690665879
1943-04-15,-0.6,-0.08991111615615877,-0.3106504290414077,-0.225,0.1358366654842838,-0.2862899433119037
1943-05-15,-0.36,0.14821447101863283,-0.31133974313189294,-0.188,0.171620737480368,-0.28603286916570814
1943-06-15,-0.11,0.3963171159467985,-0.3120196924955093,0.151,0.5093995667100855,-0.2857755504471083
1943-07-15,-0.09,0.41439689417828696,-0.31269030951371923,0.095,0.4521731739997222,-0.2855179909743014
1943-08-15,0.05,0.5524538819660322,-0.31335162665788435,0.035,0.39094158040619387,-0.2852601945644961
1943-09-15,-0.24,0.26048815626578525,-0.3140036764882224,-0.648,-0.2932951927827302,-0.2850021650338334
1943-10-15,-0.44,0.05849979473593048,-0.31464649165276376,-0.536,-0.1825371240482069,-0.28474390619730827
1943-11-15,-0.5,-0.0035111242627157147,-0.31528010488630753,-0.388,-0.035784191640109014,-0.28448542186869036
1943-12-15,-0.42,0.0744554783328768,-0.3159045490093777,-0.386,-0.03503637357681798,-0.28422671586044645
1944-01-15,-0.42,0.07239968228771398,-0.3165198569271789,-0.154,0.19570635235497597,-0.2839677919836626
1944-02-15,0.16,0.6503215680685248,-0.3171260616285521,0.247,0.5954440086004663,-0.28370865404796647
1944-03-15,-0.21,0.27822121684348844,-0.31772319618493045,-0.177,0.1701766178369172,-0.2834493058614491
1944-04-15,0.11,0.5960987104819484,-0.31831129374929457,-0.241,0.10490420297384477,-0.2831897512305875
1944-05-15,0.14,0.623954131554104,-0.31889038755512855,0.283,0.6276267871531893,-0.2829299939601669
1944-06-15,0.04,0.5217875633306867,-0.31946051091537536,-0.114,0.2293443937494808,-0.28267003785320355
1944-07-15,0.08,0.5595990897826193,-0.3200216972213921,0.053,0.3950570463700013,-0.28240988671086725
1944-08-15,0.0,0.4773887955806545,-0.32057397994190584,0.051,0.39176476885493483,-0.2821495443324038
1944-09-15,-0.31,0.16515676609499774,-0.3211173926219692,0.001,0.34046758527751464,-0.2818890145150579
1944-10-15,-0.22,0.25290308739491363,-0.32165196888191583,-0.6,-0.2618344800558384,-0.2816283010539962
1944-11-15,-0.35,0.12062784624831036,-0.3221777424163166,-0.249,0.08785859739461775,-0.28136740774223024
1944-12-15,-0.26,0.20833113012131332,-0.3226947469929357,0.179,0.5145468424020683,-0.28110633837053894
1945-01-15,-0.36,0.10601302717781158,-0.3232030164516869,-0.14,0.19423027997326098,-0.2808450967273923
1945-02-15,-0.47,-0.006326373721010192,-0.32370258470359,0.09,0.42290893534861895,-0.28058368659887467
1945-03-15,-0.79,-0.32868698301715593,-0.3241934857297277,0.205,0.5365828340023413,-0.2803221117686093
1945-04-15,-0.76,-0.30106871045632233,-0.3246757535802031,-0.33,0.0002520016425029692,-0.2800603760176815
1945-05-15,-0.46,-0.003471465088423553,-0.3251494223730967,-0.572,-0.24308353578885628,-0.27979848312456335
1945-06-15,-0.59,-0.13589515526812868,-0.32561452629342424,-0.563,-0.2354237521156498,-0.2795364368650372
1945-07-15,-0.61,-0.15833968865541936,-0.32607109959209474,-0.524,-0.19776862092766923,-0.2792742410121207
1945-08-15,-0.84,-0.39080497221616906,-0.32651917658486906,-0.656,-0.3311181155805148,-0.27901189933599074
1945-09-15,-0.82,-0.37329091222273947,-0.3269587916513187,-0.594,-0.27047220919553455,-0.2787494156039077
1945-10-15,-0.86,-0.4157974142545977,-0.32738997923378493,-0.513,-0.19083087465977155,-0.2784867935801404
1945-11-15,-0.42,0.0216756168010519,-0.327812773836339,-0.324,-0.0031940846259154443,-0.278224037025891
1945-12-15,-0.54,-0.10087172325138738,-0.32822721002374283,-0.328,-0.008561811512264164,-0.27796114969922
1946-01-15,-0.44,-0.00343933791657125,-0.3286333224204102,0.068,0.38606597249730923,-0.27769813535497145
1946-02-15,-0.24,0.19397286999108954,-0.32903114570936826,-0.014,0.3026892954533784,-0.2774349977446982
1946-03-15,-0.36,0.07136499834672194,-0.3294207146312194,-0.226,0.08930818564098333,-0.2771717406165871
1946-04-15,-0.48,-0.05126285428573818,-0.3298020639831043,-0.557,-0.24307732842036212,-0.27690836771538485
1946-05-15,-0.39,0.03608941134570509,-0.33017522861766485,0.297,0.6095327820233318,-0.27664488278232374
1946-06-15,0.15,0.5734218951803414,-0.33054024344200855,-0.33,-0.018861454039477865,-0.2763812895550479
1946-07-15,0.03,0.45073469784396714,-0.3308971434166731,-0.159,0.15073999261412482,-0.2761175917675392
1946-08-15,-0.52,-0.10197207935191788,-0.33124596355459196,0.165,0.47333715144148814,-0.2758537931500436
1946-09-15,-0.19,0.2253016655890644,-0.3315867389200607,-0.072,0.23493005213436502,-0.275589897428998
1946-10-15,-0.01,0.4025560353473243,-0.3319195046277039,-0.178,0.12751872461887792,-0.27532590832695675
1946-11-15,-0.18,0.22979113328644307,-0.33224429584144355,-0.026,0.2781031990554728,-0.2750618295625191
1946-12-15,0.03,0.4370070634522896,-0.3325611477734675,-0.25,0.05268350583886708,-0.2747976648502559
1947-01-15,0.39,0.7942039305721155,-0.33287009568319953,-0.288,0.01325967559798974,-0.27453341790063673
1947-02-15,-0.13,0.27138184005363175,-0.3331711748762699,0.029,0.32883173919591213,-0.274269092419957
1947-03-15,0.28,0.6785408979840674,-0.3334644207034877,0.0,0.2983997277297714,-0.27400469211026535
1947-04-15,-0.07,0.32568121112920245,-0.33374986855981353,-0.186,0.11096367253068706,-0.27374022066929155
1947-05-15,-0.55,-0.1571971130676102,-0.33402755388333377,0.104,0.39952360516366814,-0.2734756817903743
